name,email,phone,bio_url,img_url,city,state,population,city_site_url,next_election
Javier Jimenez,alcalde@munss.org,787-896-1550,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Jimenez_Javier!1054.jpg?w=1100&ssl=1,San Sebasti�n,PR, 35659,,2020-11-03
Jose E. Aviles,oficinadelalcalde@municipiodemoca.com,787-877-1280,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Aviles_Jose!2358.jpg?w=1100&ssl=1,Moca,PR, 34848,,2020-11-03
Angel 'Luigi' Torres,,787-267-2004,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Torres_Angel!53373.jpg?w=1100&ssl=1,Yauco,PR, 33853,,2020-11-03
Sergio Luis Torres,,787-859-3060,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Torres_Sergio!1669.jpg?w=1100&ssl=1,Corozal,PR, 32259,http://www.corozalpr.org,2020-11-03
Rafael  'Rafy' Surillo,,787-893-3000,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Surillo_Rafael!1304.jpg?w=1100&ssl=1,Yabucoa,PR, 32254,,2020-11-03
Gabriel Hernandez Rodriguez,camuycitymayor@gmail.com,787-898-8050,,https://i1.wp.com/secure.usmayors.org/mayorphotos/0034N00002oJeBV.jpg?w=1100&ssl=1,Camuy,PR, 30456,,2020-11-03
Isidro Negr�n Irizarry,alcalde@municipiodesangerman.com,787-892-3500,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Negron_Irizarry_Isidro!1042.jpg?w=1100&ssl=1,San Germ�n,PR, 30239,http://www.municipiodesangerman.com,2020-11-03
An�bal Melendez Rivera,amelendez@fajardopr.org,787-863-4013,https://www.howold.co/person/anibal-melendez-rivera,https://i1.wp.com/secure.usmayors.org/mayorphotos/Rivera_Anibal_Melendez!379.JPG?w=1100&ssl=1,Fajardo,PR, 29687,http://www.fajardopr.org,2020-11-03
F�lix 'El Cano' Delgado,felixelcanocatano@icloud.com,787-983-0404,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Delgado_Felix!3148.jpg?w=1100&ssl=1,Catano,PR, 28140,,2020-11-03
Ernesto Irizarry Salv�,,787-894-3505,http://decision2012.wapa.tv/candidato/ernesto-irizarry-salva/,https://i0.wp.com/secure.usmayors.org/mayorphotos/Irizarry_Ernesto!1196.jpg?w=1100&ssl=1,Utuado,PR, 27502,,2020-11-03
Francisco L�pez,flopez@barranquitas.pr.gov,787-857-3810,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Lopez_Francisco!3146.jpg?w=1100&ssl=1,Barranquitas,PR, 27499,,2020-11-03
Orlando Ortiz Chevres,,787-869-2200,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Ortiz_Orlando!3166.jpg?w=1100&ssl=1,Naranjito,PR, 27180,,2020-11-03
Karilyn Bonilla Col�n,alcaldesasalinas@gmail.com,787-824-3060,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Colon_Karilyn!3173.jpg?w=1100&ssl=1,Salinas,PR, 27087,http://www.topuertorico.org/city/salinas.shtml,2020-11-03
Walter Torres Maldonado,,787-836-1218,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Torres_Walter!3169.jpg?w=1100&ssl=1,Pe�uelas,PR, 26719,,2016-11-08
Willie Alicea,,787-735-3871,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Alicea_Willie!3142.jpg?w=1100&ssl=1,Aibonito,PR, 26493,,2016-11-08
Roberto Pag�n Centeno,,787-897-2300,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Pagan_Robert!3158.jpg?w=1100&ssl=1,Lares,PR, 24481,,2020-11-03
Jes�s E. Colon,prorocovis@gmail.com,787-867-5000,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Colon_Jesus!3167.jpg?w=1100&ssl=1,Orocovis,PR, 23844,,2016-11-08
Noe Marcano,alcaldianaguabo@gmail.com,787-874-7643,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Rivera_Noe!3165.jpg?w=1100&ssl=1,Naguabo,PR, 23753,,2016-11-08
Nelson Torres Yordan,,787-835-2660,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Yordan_Nelson!471.jpg?w=1100&ssl=1,Guayanilla,PR, 23072,,2020-11-03
Enrique Questell,,787-845-4040,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Questell_Enrique!3174.jpg?w=1100&ssl=1,Santa Isabel,PR, 21665,,2016-11-08
Eric Bachier Roman,arroyooficinaalcalde@yahoo.com,787-839-3500,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Roman_Eric!3144.jpg?w=1100&ssl=1,Arroyo,PR, 19117,,2016-11-08
Angelo Cruz Ramos,alcaldia@ceiba-pr.com,787-885-2180,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Ramos_Angelo!3149.jpg?w=1100&ssl=1,Ceiba,PR, 18004,http://www.ceiba-pr.com,2016-11-08
Jorge Gonzalez Otero,,787-828-0900,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Gonzalez_Jorge!3156.jpg?w=1100&ssl=1,Jayuya,PR, 17318,,2016-11-08
Jorge O. Elorza,elorza@providenceri.gov,401-421-2489,http://secure.usmayors.org/mayorvue/bios/elorza.html,https://i2.wp.com/secure.usmayors.org/mayorphotos/0036100000IFgGzAAL.jpg?w=1100&ssl=1,Providence,RI, 179335,http://www.providenceri.com,2022-11-08
Allan W. Fung,afung@cranstonri.org,401-780-3110,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Fung_Allan!259.JPG?w=1100&ssl=1,Cranston,RI, 81274,http://www.cranstonri.com,2020-11-03
Joseph J. Solomon,mayorsoffice@warwickri.com,401-738-2000,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Solomon_Joseph!54441.jpg?w=1100&ssl=1,Warwick,RI, 80847,http://www.warwickri.gov,2020-11-03
Donald R. Grebien,dgrebien@pawtucketri.com,401-728-0500,http://www.pawtucketri.com/mayor/,https://i2.wp.com/secure.usmayors.org/mayorphotos/Grebien_Donald!899.JPG?w=1100&ssl=1,Pawtucket,RI, 71847,http://www.pawtucketri.com,2020-11-03
Roberto DaSilva,rdasilva@cityofeastprov.com,401-323-8641,,https://i2.wp.com/secure.usmayors.org/mayorphotos/DaSilva_Roberto!54643.jpg?w=1100&ssl=1,East Providence,RI, 47476,http://www.eastprovidence.com,2022-11-08
Lisa Baldelli-Hunt,cady@woonsocketri.org,401-762-6400,https://ballotpedia.org/Lisa_Baldelli-Hunt,https://i0.wp.com/secure.usmayors.org/mayorphotos/Baldelli-Hunt_Lisa!1298.jpg?w=1100&ssl=1,Woonsocket,RI, 41603,http://www.woonsocketri.org,2020-11-03
Kerry L. McGee,district3@coventryri.org,401-821-1228,,https://i2.wp.com/secure.usmayors.org/mayorphotos/McGee_Kerry!54458.jpg?w=1100&ssl=1,Coventry,RI, 35014,http://coventryri.org,2019-12-01
Jeffrey J. Mutter,jmutter@cumberlandri.org,401-728-2400,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Mutter_Jeffrey!54549.jpg?w=1100&ssl=1,Cumberland,RI, 34977,http://www.cumberlandri.org,2020-11-03
Charles A. Lombardi,mlanni@northprovidenceri.gov,401-232-0900,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Lombardi_Charles!834.jpg?w=1100&ssl=1,North Providence,RI, 32559,http://www.northprovidenceri.gov,2020-11-03
Abel G. Collins,towncouncil@southkingstownri.com,401-789-9331-x1201,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Collins_Abel!54554.jpg?w=1100&ssl=1,South Kingstown,RI, 30639,http://southkingstownri.com,2020-12-01
James A. Diossa,mayor@centralfallsri.us,401-727-7474,"http://www.centralfallsri.us/mayor_james_diossa#:~:text=Mayor%20James%20A.,Bachelor",https://i2.wp.com/secure.usmayors.org/mayorphotos/Diossa_James!1595.jpg?w=1100&ssl=1,Central Falls,RI, 19398,http://centralfallsri.us,2020-11-03
John J. Tecklenburg,tecklenburgj@charleston-sc.gov,843-577-4727,http://www.charleston-sc.gov/index.aspx?NID=401,https://i1.wp.com/secure.usmayors.org/mayorphotos/0036100000IFg7gAAD.jpg?w=1100&ssl=1,Charleston,SC, 136208,http://www.charleston-sc.gov,2023-11-07
Steve Benjamin,stephen.benjamin@columbiasc.gov,803-545-3075,http://www.columbiasc.net/mayor/about,https://i2.wp.com/secure.usmayors.org/mayorphotos/0036100000IFg8GAAT.jpg?w=1100&ssl=1,Columbia,SC, 133451,http://www.columbiasc.net,2021-11-02
R Keith Summey,mayor@northcharleston.org,843-740-2504,https://www.northcharleston.org/government/office-of-the-mayor/,https://i0.wp.com/secure.usmayors.org/mayorphotos/Summey_Keith!827.JPG?w=1100&ssl=1,North Charleston,SC, 113237,http://www.northcharleston.org,2023-11-07
Will Haynie,councilclk@tompsc.com,843-884-8517,http://www.tompsc.com/index.aspx?nid=89,https://i2.wp.com/secure.usmayors.org/mayorphotos/Haynie_Will!54030.jpg?w=1100&ssl=1,Mount Pleasant,SC, 89338,http://www.townofmountpleasant.com,2021-11-02
John Gettys,john.gettys@mortongettys.com,803-329-7011,http://www.cityofrockhill.com/departments/general-government/city-council/members/mayor-john-gettys,https://i1.wp.com/secure.usmayors.org/mayorphotos/Gettys_John!54388.jpg?w=1100&ssl=1,Rock Hill,SC, 74309,http://www.cityofrockhill.com,2021-10-19
Knox H. White,kwhite@greenvillesc.gov,864-467-4590,http://www.greenvillesc.gov/547/Mayor-Knox-White,https://i2.wp.com/secure.usmayors.org/mayorphotos/White_Knox!465.JPG?w=1100&ssl=1,Greenville,SC, 68563,http://www.greenvillesc.gov,2023-11-07
Ricky Waring,rickywaring@summervillesc.gov,843-851-4239,http://www.summervillesc.gov/276/Mayor-Ricky-Waring,https://i0.wp.com/secure.usmayors.org/mayorphotos/Waring_Ricky!54843.jpg?w=1100&ssl=1,Summerville,SC, 51692,http://www.summerville.sc.us,2023-11-07
Gregory Habib,ghabib@cityofgoosecreek.com,843-797-6220,https://www.cityofgoosecreek.com/staff/gregory-habib,https://i0.wp.com/secure.usmayors.org/mayorphotos/Habib_Gregory!54316.jpg?w=1100&ssl=1,Goose Creek,SC, 42841,http://www.cityofgoosecreek.com,2022-04-05
Joseph T. McElveen Jr.,jmcelveen@sumter-sc.com,803-436-2580,"https://www.sumtersc.gov/person/joseph-t-mcelveen#:~:text=Mayor%20McElveen%2C%20a%20Sumter%2C%20South,Sumter%20County%20Drug%20Abuse%20Council.",https://i0.wp.com/secure.usmayors.org/mayorphotos/0036100000IFgK6AAL.jpg?w=1100&ssl=1,Sumter,SC, 39656,http://www.sumter-sc.com,2020-11-03
John J. McCann,johnm@hiltonheadislandsc.gov,843-341-4702,https://balharbourfl.gov/government/mayor-and-village-council/council-member/gabriel-groisman,https://i1.wp.com/secure.usmayors.org/mayorphotos/McCann_John!54492.jpg?w=1100&ssl=1,Hilton Head Island,SC, 39639,http://www.ci.hilton-head-island.sc.us,2022-11-08
Junie L. White,cmcintyre@cityofspartanburg.org,864-596-2033,http://www.cityofspartanburg.org/index.cfm?PageID=300&ParentPageID=1,https://i0.wp.com/secure.usmayors.org/mayorphotos/White_Junie!1106.jpg?w=1100&ssl=1,Spartanburg,SC, 37644,http://www.cityofspartanburg.org,2021-11-02
Stephen J. Wukela,swukela@cityofflorence.com,843-669-5634,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Wukela_Stephen!394.JPG?w=1100&ssl=1,Florence,SC, 37625,http://www.cityofflorence.com,2020-11-03
Brenda Bethune,bbethune@cityofmyrtlebeach.com,843-918-1004,"https://www.cityofmyrtlebeach.com/government/mayor_and_city_concil/index.php#:~:text=Bethune%20also%20was%20a%20founding,Vineyard%20Church%20in%20Myrtle%20Beach.",https://i2.wp.com/secure.usmayors.org/mayorphotos/Bethune_Brenda!54042.jpg?w=1100&ssl=1,Myrtle Beach,SC, 33908,http://www.cityofmyrtlebeach.com,2021-11-02
Rick Osbon,rosbon@cityofaiken.gov,803-642-7600,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Osbon_Rick!3623.jpg?w=1100&ssl=1,Aiken,SC, 30778,https://www.cityofaikensc.gov,2023-11-07
Terence Roberts,troberts@cityofandersonsc.com,864-231-2200,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Roberts_Terence!1365.JPG?w=1100&ssl=1,Anderson,SC, 25514,http://www.cityofandersonsc.com,2014-04-07
Barbara Blain-Bellamy,mayor@cityofconway.com,,,https://i2.wp.com/secure.usmayors.org/mayorphotos/0034N00003490uw.jpg?w=1100&ssl=1,Conway,SC, 24980,https://www.cityofconway.com/,2020-10-19
Lisa Sulka,,,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Sulka_Lisa!54393.jpg?w=1100&ssl=1,Bluffton,SC, 18897,https://www.townofbluffton.sc.gov,2020-10-19
Michael C. Butler,mbutler@orangeburg.sc.us,803-533-6000,http://www.orangeburg.sc.us/index.php?option=com_content&view=article&id=131:mayor&catid=3,https://i0.wp.com/secure.usmayors.org/mayorphotos/Butler_Michael!54366.jpg?w=1100&ssl=1,Orangeburg,SC, 12903,http://www.orangeburg.sc.us,2021-09-28
Elise Partin,epartin@outlook.com,803-796-9020,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Partin_Elise!1588.JPG?w=1100&ssl=1,Cayce,SC, 12150,,2018-11-06
Alfred Mae Drakeford,info@cityofcamden.org,803-432-2421,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Drakeford_Alfred!1566.jpg?w=1100&ssl=1,Camden,SC, 6682,http://www.cityofcamden.org,2020-11-03
Tiffany R. Ownbey,mayortownbey@cityofbeltonsc.com,864-338-7773,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Ownbey_Tiffany!54771.jpg?w=1100&ssl=1,Belton,SC, 4402,http://cityofbeltonsc.com,2023-11-07
Michael Bishop,mbishop@springdalesc.com,803-920-4074,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Bishop_Michael!53131.jpg?w=1100&ssl=1,Springdale,SC, 2877,http://www.springdalesc.com,2020-10-19
Mark Huguley,,,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Huguley_Mark!54391.jpg?w=1100&ssl=1,Arcadia Lakes,SC, 865,http://www.arcadialakes.net,2020-10-19
Paul TenHaken,pth@siouxfalls.org,605-367-8800,http://www.siouxfalls.org/Mayor/biography,https://i0.wp.com/secure.usmayors.org/mayorphotos/Haken_Paul!54324.jpg?w=1100&ssl=1,Sioux Falls,SD, 181883,http://www.sioux-falls.org,2022-04-05
Steve Allender,mayorsoffice@rcgov.org,605-394-4110,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Allender_Steve!967.JPG?w=1100&ssl=1,Rapid City,SD, 75443,http://www.rcgov.org,2021-06-08
Laurie Gill,laurie.gill@ci.pierre.sd.us,605-773-7341,http://www.cityofpierre.org/335/Laurie-Gill-Biography,https://i1.wp.com/secure.usmayors.org/mayorphotos/Gill_Laurie!917.jpg?w=1100&ssl=1,Pierre,SD, 13980,http://ci.pierre.sd.us,2021-06-09
John Cooper,mayor@nashville.gov,615-862-6000,https://ballotpedia.org/John_Cooper_(Tennessee),https://i1.wp.com/secure.usmayors.org/mayorphotos/Cooper_John!54764.jpg?w=1100&ssl=1,Nashville,TN, 669053,http://www.nashville.gov,2023-08-08
Jim Strickland,mayor@memphistn.gov,901-636-6786,https://www.memphistn.gov/government/mayor_jim_strickland/mayor_s_office/,https://i0.wp.com/secure.usmayors.org/mayorphotos/Strickland_Jim!723.jpg?w=1100&ssl=1,Memphis,TN, 650618,https://www.memphistn.gov,2023-10-10
Indya Kincannon,mayor@knoxvilletn.gov,865-215-2040,http://www.knoxvilletn.gov/cms/One.aspx?portalId=109562&pageId=131052,https://i0.wp.com/secure.usmayors.org/mayorphotos/Kincannon_Indya!54785.jpg?w=1100&ssl=1,Knoxville,TN, 187500,http://www.knoxvilletn.gov,2023-11-07
Andy Berke,mayor@chattanooga.gov,423-643-7800,http://www.chattanooga.gov/mayors-office,https://i0.wp.com/secure.usmayors.org/mayorphotos/0036100000IFg7lAAD.jpg?w=1100&ssl=1,Chattanooga,TN, 180557,http://www.chattanooga.gov,2021-03-02
Joe Pitts,joe.pitts@cityofclarksville.com,931-645-7444,https://www.cityofclarksville.com/283/Mayors-Office,https://i1.wp.com/secure.usmayors.org/mayorphotos/Pitts_Joe!54470.jpg?w=1100&ssl=1,Clarksville,TN, 156794,http://www.cityofclarksville.com,2022-11-08
Shane McFarland,smcfarland@murfreesborotn.gov,615-849-2629,,https://i0.wp.com/secure.usmayors.org/mayorphotos/McFarland_Shane!784.jpg?w=1100&ssl=1,Murfreesboro,TN, 141344,http://www.murfreesborotn.gov,2022-04-12
Ken Moore,ken.moore@franklintn.gov,615-791-3217,http://www.franklin-gov.com/government/board-of-mayor-aldermen/mayor-ken-moore,https://i1.wp.com/secure.usmayors.org/mayorphotos/Moore_Ken!3232.JPG?w=1100&ssl=1,Franklin,TN, 80914,http://www.franklin-gov.com,2023-10-10
Scott Conger,sconger@cityofjackson.net,731-425-8240,http://www.cityofjackson.net/mayor/mayors-bio/,https://i0.wp.com/secure.usmayors.org/mayorphotos/Conger_Scott!54754.jpg?w=1100&ssl=1,Jackson,TN, 66903,http://www.cityofjackson.net,2023-05-06
Jenny Brock,jbrock@johnsoncitytn.org,423-791-1262,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Brock_Jenny!54483.jpg?w=1100&ssl=1,Johnson City,TN, 66778,http://www.johnsoncitytn.com,2020-12-01
Keith McDonald,kmcdonald@cityofbartlett.org,901-385-6400,http://www.cityofbartlett.org/directory.asp?EID=4,https://i2.wp.com/secure.usmayors.org/mayorphotos/McDonald_Keith!1422.JPG?w=1100&ssl=1,Bartlett,TN, 59315,http://www.cityofbartlett.org,2022-11-08
Jamie Clary,jclary@hvilletn.org,615-822-1000,https://www.hendersonvillechamber.com/about/who-we-are/hendersonville-area-chamber-of-commerce-board-of,https://i1.wp.com/secure.usmayors.org/mayorphotos/Clary_Jamie!53145.jpg?w=1100&ssl=1,Hendersonville,TN, 57576,http://www.hvilletn.org,2020-11-03
Patrick W. Shull,patshull@kingsporttn.gov,423-229-9412,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Shull_Patrick!54756.jpg?w=1100&ssl=1,Kingsport,TN, 54076,http://kingsporttn.gov,2021-05-11
Mary Esther Reed,me.reed@townofsmyrna.org,615-459-9742,http://www.townofsmyrna.org/Departments/TownCouncil.aspx,https://i2.wp.com/secure.usmayors.org/mayorphotos/Reed_Esther!3452.JPG?w=1100&ssl=1,Smyrna,TN, 50775,http://townofsmyrna.org,2022-11-08
Stan R. Joyner Jr.,sjoyner@ci.collierville.tn.us,901-457-2200,http://collierville.com/government/mayor-and-board-of-aldermen/stan-joyner-jr,https://i2.wp.com/secure.usmayors.org/mayorphotos/Joyner_Stan!1644.jpg?w=1100&ssl=1,Collierville,TN, 50616,http://www.collierville.com,2020-11-03
Kevin Brooks,kbrooks@clevelandtn.gov,423-476-8931,http://www.clevelandtn.gov/index.aspx?NID=283,https://i2.wp.com/secure.usmayors.org/mayorphotos/Brooks_Kevin!54433.jpg?w=1100&ssl=1,Cleveland,TN, 44974,http://www.clevelandtn.gov,2022-08-02
Rhea Little III,rhea.little@brentwoodtn.gov,615-571-2628,http://www.brentwoodtn.gov/your-government/board-of-commissioners/mayor-rhea-little-iii,https://secure.usmayors.org/mayorphotos/Little_Rhea !54757.jpg,Brentwood,TN, 42502,http://www.brentwoodtn.gov,2021-06-01
Rick Graham,rgraham@springhilltn.org,931-486-2252,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Graham_Rick!3566.jpg?w=1100&ssl=1,Spring Hill,TN, 41464,http://www.springhilltn.org,2021-04-06
Paige Brown,paige.brown@gallatintn.gov,615-451-5961,"https://www.gallatintn.gov/261/Mayors-Office#:~:text=Paige%20Brown%20is%20the%2062nd,she%20was%20born%20and%20raised.&text=A%20graduate%20of%20Gallatin%20High,reporter%20and%20anchor%20in%20Florida.",https://i2.wp.com/secure.usmayors.org/mayorphotos/Brown_Paige!3253.JPG?w=1100&ssl=1,Gallatin,TN, 40457,http://www.gallatinonthemove.com,2022-11-08
Chaz Molder,chaz.molder@columbiatn.com,931-381-3833,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Molder_Chaz!54498.jpg?w=1100&ssl=1,Columbia,TN, 39376,http://www.columbiatn.com,2022-11-08
Mike Palazzolo,mayor@germantown-tn.gov,901-757-7201,"https://www.germantown-tn.gov/government/the-mayor#:~:text=Mayor%20Palazzolo%20has%20lived%20in,small%20business%20and%20commercial%20banking.",https://i0.wp.com/secure.usmayors.org/mayorphotos/0036100000IFgAc.jpg?w=1100&ssl=1,Germantown,TN, 39099,http://www.germantown-tn.gov,2022-11-08
Jason Cole,jcole@lavergnetn.gov,615-308-3565,https://www.lavergnetn.gov/Directory.aspx?EID=83,https://i1.wp.com/secure.usmayors.org/mayorphotos/Cole_Jason!54497.jpg?w=1100&ssl=1,La Vergne,TN, 35819,http://www.lavergnetn.gov,2022-11-08
Ricky Shelton,rshelton@cookeville-tn.org,931-520-5241,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Shelton_Ricky!3564.jpg?w=1100&ssl=1,Cookeville,TN, 34005,http://www.cookeville-tn.org,2022-08-02
Sylvester Turner,mayor@houstontx.gov,832-393-1000,http://www.houstontx.gov/mayor/bio.html,https://i1.wp.com/secure.usmayors.org/mayorphotos/0036100000IFgBlAAL.jpg?w=1100&ssl=1,Houston,TX, 2325502,http://www.houstontx.gov,2023-11-07
Ron Nirenberg,ron.nirenberg@sanantonio.gov,210-207-7060,http://www.sanantonio.gov/mayor,https://i2.wp.com/secure.usmayors.org/mayorphotos/00361000017w10YAAQ.jpg?w=1100&ssl=1,San Antonio,TX, 1532233,http://www.sanantonio.gov,2021-05-08
Eric Johnson,eric.johnson@dallascityhall.com,214-670-0773,http://dallascityhall.com/government/citymayor/Pages/Biography.aspx,https://i1.wp.com/secure.usmayors.org/mayorphotos/0034N00001pl0S0QAI.jpg?w=1100&ssl=1,Dallas,TX, 1345047,http://www.dallascityhall.com,2023-05-06
Steve Adler,steve.adler@austintexas.gov,512-978-2100,http://www.mayoradler.com/about-us-2/about-mayor-adler/,https://i0.wp.com/secure.usmayors.org/mayorphotos/0036100000IFfzaAAD.jpg?w=1100&ssl=1,Austin,TX, 964254,http://www.austintexas.gov,2022-11-08
Betsy Price,betsy.price@fortworthtexas.gov,817-392-6118,http://fortworthtexas.gov/mayor/bio/,https://i0.wp.com/secure.usmayors.org/mayorphotos/0036100000IFgAJAA1.jpg?w=1100&ssl=1,Fort Worth,TX, 895008,http://www.fortworthtexas.gov,2021-05-08
Dee Margo,mayor@elpasotexas.gov,915-212-0021,https://www.elpasotexas.gov/mayor,https://i1.wp.com/secure.usmayors.org/mayorphotos/00361000018sXuzAAE.jpg?w=1100&ssl=1,El Paso,TX, 682669,http://www.elpasotexas.gov,2021-05-08
Jeff Williams,jeff.williams@arlingtontx.gov,817-459-6121,https://www.arlingtontx.gov/city_hall/government/city_council/members/mayor_jeff_williams,https://i0.wp.com/secure.usmayors.org/mayorphotos/0036100000IFfzNAAT.jpg?w=1100&ssl=1,Arlington,TX, 398112,http://www.arlingtontx.gov,2021-05-08
Joe McComb,joe.mccomb@cctexas.com,361-826-3100,https://ballotpedia.org/Joe_McComb,https://i0.wp.com/secure.usmayors.org/mayorphotos/McComb_Joe!53525.jpg?w=1100&ssl=1,Corpus Christi,TX, 326554,http://www.cctexas.com,2020-11-03
Harry LaRosiliere,mayor@plano.gov,972-941-7107,http://www.plano.gov/1787/Mayor-LaRosiliere,https://i0.wp.com/secure.usmayors.org/mayorphotos/0036100000IFgGfAAL.jpg?w=1100&ssl=1,Plano,TX, 288061,http://www.plano.gov,2021-05-08
Pete Saenz,psaenz@ci.laredo.tx.us,956-791-7400,http://www.cityoflaredo.com/mayor-council/N_MCmSites/Mayor/index.html,https://i0.wp.com/secure.usmayors.org/mayorphotos/Saenz_Pete!618.JPG?w=1100&ssl=1,Laredo,TX, 261639,http://www.cityoflaredo.com,2022-11-08
Dan Pope,dpope@mylubbock.us,806-775-2010,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Pope_Dan!53049.jpg?w=1100&ssl=1,Lubbock,TX, 255885,http://www.ci.lubbock.tx.us,2020-11-03
Lori Barnett Dodson,mayor@garlandtx.gov,972-205-2400,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Dodson_Lori!54339.jpg?w=1100&ssl=1,Garland,TX, 242507,http://www.garlandtx.gov,2020-11-03
